Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
AGHU,POTH3,Podagrostis thurberiana (Hitchc.) Hultén,rubber rabbitbrush,Poaceae
AGID,ABAB3,Agrostis idahoensis Nash,Idaho bentgrass,Poaceae
AGID,AGBOR,Agrostis borealis Hartm. var. recta (Hartm.) B. Boivin,rubber rabbitbrush,Poaceae
AGID,AGCL4,Agrostis clavata auct. non Trin.,rubber rabbitbrush,Poaceae
AGID,AGFI3,Agrostis filicumis M.E. Jones,rubber rabbitbrush,Poaceae
AGME3,ABAB3,Agrostis mertensii Trin.,northern bentgrass,Poaceae
AGME3,AGBA5,Agrostis bakeri Rydb.,rubber rabbitbrush,Poaceae
AGME3,AGBO2,Agrostis borealis Hartm.,rubber rabbitbrush,Poaceae
AGME3,AGBOA3,Agrostis borealis Hartm. var. americana (Scribn.) Fernald,rubber rabbitbrush,Poaceae
AGME3,AGBOP,Agrostis borealis Hartm. var. paludosa (Scribn.) Fernald,rubber rabbitbrush,Poaceae
AGME3,AGIDB,Agrostis idahoensis Nash var. bakeri (Rydb.) W.A. Weber,rubber rabbitbrush,Poaceae
AGME3,AGMEB,Agrostis mertensii Trin. ssp. borealis (Hartm.) Tzvelev,rubber rabbitbrush,Poaceae
AGME3,AGRU2,Agrostis rupestris auct. non All.,rubber rabbitbrush,Poaceae
AGMO2,ABAB3,Agoseris ×montana Osterh. (pro sp.) [aurantiaca var. purpurea × glauca var. dasycephala],agoseris,Asteraceae
AGOSE,ABAB3,Agoseris Raf.,agoseris,Asteraceae
AGPA,ABAB3,Agastache pallidiflora (A. Heller) Rydb.,Bill Williams Mountain giant hyssop,Lamiaceae
AGPAG4,ABAB3,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. greenei (Briq.) R.W. Sanders,Bill Williams Mountain giant hyssop,Lamiaceae
AGPAG4,AGGR10,Agastache greenei (Briq.) Wooton & Standl.,rubber rabbitbrush,Lamiaceae
AGPAP2,ABAB3,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora,Bill Williams Mountain giant hyssop,Lamiaceae
AGRIM,ABAB3,Agrimonia L.,agrimony,Rosaceae
AGROP2,ABAB3,Agropyron Gaertn.,wheatgrass,Poaceae
AGROS,ABAB3,Agrostemma L.,corncockle,Caryophyllaceae
AGROS2,ABAB3,Agrostis L.,bentgrass,Poaceae
AGSC5,ABAB3,Agrostis scabra Willd.,rough bentgrass,Poaceae
AGSC5,AGGE2,Agrostis geminata Trin.,rubber rabbitbrush,Poaceae
AGSC5,AGHYG,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. geminata (Trin.) Hitchc.",rubber rabbitbrush,Poaceae
AGSC5,AGHYS,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. scabra (Willd.) Blomquist",rubber rabbitbrush,Poaceae
AGSC5,AGHYT,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. tenuis (Tuck.) Gleason",rubber rabbitbrush,Poaceae
AGSC5,AGSCS4,Agrostis scabra Willd. ssp. septentrionalis (Fernald) Á. Löve & D. Löve,rubber rabbitbrush,Poaceae
AGSC5,AGSCG,Agrostis scabra Willd. var. geminata (Trin.) Swallen,rubber rabbitbrush,Poaceae
AGSC5,AGSCS,Agrostis scabra Willd. var. septentrionalis Fernald,rubber rabbitbrush,Poaceae
AGST,ABAB3,Agrimonia striata Michx.,roadside agrimony,Rosaceae
AGST2,ABAB3,Agrostis stolonifera L.,creeping bentgrass,Poaceae
AGST2,AGALP,Agrostis alba L. var. palustris (Huds.) Pers.,rubber rabbitbrush,Poaceae
AGST2,AGALS,Agrostis alba L. var. stolonifera (L.) Sm.,rubber rabbitbrush,Poaceae
AGST2,AGMA10,Agrostis maritima Lam.,rubber rabbitbrush,Poaceae
AGST2,AGPA17,Agrostis palustris Huds.,rubber rabbitbrush,Poaceae
AGST2,AGSTC,Agrostis stolonifera L. var. compacta Hartm.,rubber rabbitbrush,Poaceae
AGST2,AGSTP,Agrostis stolonifera L. var. palustris (Huds.) Farw.,rubber rabbitbrush,Poaceae
AGTE3,ABAB3,Agalinis tenuifolia (Vahl) Raf.,slenderleaf false foxglove,Scrophulariaceae
AGTEP2,ABAB3,Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell,slenderleaf false foxglove,Scrophulariaceae
AGTEP2,GETEP6,Gerardia tenuifolia Vahl ssp. parviflora (Nutt.) Pennell,rubber rabbitbrush,Scrophulariaceae
AGTEP2,GETEP4,Gerardia tenuifolia Vahl var. parviflora Nutt.,rubber rabbitbrush,Scrophulariaceae
AGUR,ABAB3,Agastache urticifolia (Benth.) Kuntze,nettleleaf giant hyssop,Lamiaceae
AGURU,ABAB3,Agastache urticifolia (Benth.) Kuntze var. urticifolia,nettleleaf giant hyssop,Lamiaceae
AGVA,ABAB3,Agrostis variabilis Rydb.,mountain bentgrass,Poaceae
AGVA,AGRO7,Agrostis rossiae auct. non Vasey,rubber rabbitbrush,Poaceae
AIAL,ABAB3,Ailanthus altissima (Mill.) Swingle,tree of heaven,Simaroubaceae
AIAL,AIGL,Ailanthus glandulosa Desf.,rubber rabbitbrush,Simaroubaceae
AIAL,TOAL4,Toxicodendron altissimum Mill.,rubber rabbitbrush,Simaroubaceae
AILAN,ABAB3,Ailanthus Desf.,ailanthus,Simaroubaceae
ALAC2,ABAB3,Aletes acaulis (Torr.) J.M. Coult. & Rose,stemless Indian parsley,Apiaceae
ALAC2,CYHA14,Cymopterus hallii (A. Gray) B.L. Turner,rubber rabbitbrush,Apiaceae
ALAC4,ABAB3,Allium acuminatum Hook.,tapertip onion,Liliaceae
ALAC4,ALACC,Allium acuminatum Hook. var. cuspidatum Fernald,rubber rabbitbrush,Liliaceae
ALAE,ABAB3,Alopecurus aequalis Sobol.,shortawn foxtail,Poaceae
ALAEA,ABAB3,Alopecurus aequalis Sobol. var. aequalis,shortawn foxtail,Poaceae
ALAEA,ALAEN,Alopecurus aequalis Sobol. var. natans (Wahlenb.) Fernald,rubber rabbitbrush,Poaceae
ALAEA,ALAR5,Alopecurus aristulatus Michx.,rubber rabbitbrush,Poaceae
ALAEA,ALGEA,Alopecurus geniculatus L. var. aristulatus (Michx.) Torr.,rubber rabbitbrush,Poaceae
ALAL3,ABAB3,Alyssum alyssoides (L.) L.,pale madwort,Brassicaceae
ALAL3,ALCA11,Alyssum calycinum L.,rubber rabbitbrush,Brassicaceae
ALAL3,CLAL10,Clypeola alyssoides L.,rubber rabbitbrush,Brassicaceae
ALAN3,ABAB3,Aletes anisatus (A. Gray) W.L. Theobald & C.C. Tseng,Rocky Mountain Indian parsley,Apiaceae
ALAN3,CYAN8,Cymopterus anisatus A. Gray,rubber rabbitbrush,Apiaceae
ALAN3,PTAN4,Pteryxia anisata (A. Gray) Mathias & Constance,rubber rabbitbrush,Apiaceae
ALAR,ABAB3,Alopecurus arundinaceus Poir.,creeping meadow foxtail,Poaceae
ALAR,ALVE,"Alopecurus ventricosus Pers., non (Gouan) Huds.",rubber rabbitbrush,Poaceae
ALBR,ABAB3,Allium brandegeei S. Watson,Brandegee's onion,Liliaceae
ALBR,ALDI8,Allium diehlii (M.E. Jones) M.E. Jones,rubber rabbitbrush,Liliaceae
ALBR,ALMI4,Allium minimum M.E. Jones,rubber rabbitbrush,Liliaceae
ALBR,ALTRD,Allium tribracteatum Torr. var. diehlii M.E. Jones,rubber rabbitbrush,Liliaceae
ALBR2,ABAB3,Allium brevistylum S. Watson,shortstyle onion,Liliaceae
ALCA4,ABAB3,Alopecurus carolinianus Walter,Carolina foxtail,Poaceae
ALCA4,ALMA15,Alopecurus macounii Vasey,rubber rabbitbrush,Poaceae
ALCA4,ALRA4,Alopecurus ramosus Poir.,rubber rabbitbrush,Poaceae
ALCE2,ABAB3,Allium cernuum Roth,nodding onion,Liliaceae
ALCEA,ABAB3,Alcea L.,hollyhock,Malvaceae
ALCEC2,ABAB3,Allium cernuum Roth var. cernuum,nodding onion,Liliaceae
ALCEO,ABAB3,Allium cernuum Roth var. obtusum Cockerell ex J.F. Macbr.,nodding onion,Liliaceae
ALCEO,ALNA,Allium natans Rydb.,rubber rabbitbrush,Liliaceae
ALCEO,ALRE4,Allium recurvatum Rydb.,rubber rabbitbrush,Liliaceae
ALCH,ABAB3,Allionia choisyi Standl.,annual windmills,Nyctaginaceae
ALDE,ABAB3,Alyssum desertorum Stapf,desert madwort,Brassicaceae
ALDED,ABAB3,Alyssum desertorum Stapf var. desertorum,desert madwort,Brassicaceae
ALDED,ALTU2,Alyssum turkestanicum auct. non Regel & Schmalh.,rubber rabbitbrush,Brassicaceae
ALETE,ABAB3,Aletes J.M. Coult. & Rose,Indian parsley,Apiaceae
ALGE,ABAB3,Allium geyeri S. Watson,Geyer's onion,Liliaceae
ALGE2,ABAB3,Alopecurus geniculatus L.,water foxtail,Poaceae
ALGEG,ABAB3,Allium geyeri S. Watson var. geyeri,Geyer's onion,Liliaceae
ALGEG,ALDI5,Allium dictyotum Greene,rubber rabbitbrush,Liliaceae
ALGEG4,ABAB3,Alopecurus geniculatus L. var. geniculatus,water foxtail,Poaceae
ALGEG4,ALPA9,Alopecurus pallescens Piper,rubber rabbitbrush,Poaceae
ALGET,ABAB3,Allium geyeri S. Watson var. tenerum M.E. Jones,bulbil onion,Liliaceae
ALGET,ALAR7,"Allium arenicola Osterh., non Small",rubber rabbitbrush,Liliaceae
ALGET,ALFI6,"Allium fibrosum Rydb., non Regel",rubber rabbitbrush,Liliaceae
ALGET,ALGET2,Allium geyeri S. Watson ssp. tenerum (M.E. Jones) Traub & Ownbey,rubber rabbitbrush,Liliaceae
ALGET,ALGEG3,Allium geyeri S. Watson var. graniferum L.F. Hend.,rubber rabbitbrush,Liliaceae
ALGET,ALRU5,Allium rubrum Osterh.,rubber rabbitbrush,Liliaceae
ALGET,ALRY,Allium rydbergii J.F. Macbr.,rubber rabbitbrush,Liliaceae
ALGET,ALSA5,Allium sabulicola Osterh.,rubber rabbitbrush,Liliaceae
ALGR,ABAB3,Alisma gramineum Lej.,narrowleaf water plantain,Alismataceae
ALGR,ALGE3,Alisma geyeri Torr.,rubber rabbitbrush,Alismataceae
ALGR,ALGRA,Alisma gramineum Lej. var. angustissimum (DC.) A.J. Hendricks,rubber rabbitbrush,Alismataceae
ALGR,ALGRG2,Alisma gramineum Lej. var. geyeri (Torr.) Lam.,rubber rabbitbrush,Alismataceae
ALGR,ALGRG3,Alisma gramineum Lej. var. graminifolium (Wahlenb.) A.J. Hendricks,rubber rabbitbrush,Alismataceae
ALGR,ALGRW,Alisma gramineum Lej. var. wahlenbergii auct. non (Holmb.) Raymond & Kucyniak,rubber rabbitbrush,Alismataceae
ALGR,ALLA5,Alisma lanceolatum A. Gray,rubber rabbitbrush,Alismataceae
ALHA6,ABAB3,Aliciella haydenii (A. Gray) J.M. Porter,San Juan gilia,Polemoniaceae
ALHA6,ALHAC,Aliciella haydenii (A. Gray) J.M. Porter ssp. crandallii (Rydb.) J.M. Porter,rubber rabbitbrush,Polemoniaceae
ALHA6,GIHA2,Gilia haydenii A. Gray,rubber rabbitbrush,Polemoniaceae
ALHA6,GIMO2,Gilia montezumae Tidestr. & Dayton,rubber rabbitbrush,Polemoniaceae
ALHA6,GISUH,Gilia subnuda Torr. ex A. Gray ssp. haydenii (A. Gray) Brand,rubber rabbitbrush,Polemoniaceae
ALHAG,ABAB3,Alhagi Gagnebin,alhagi,Fabaceae
ALHU,ABAB3,Aletes humilis J.M. Coult. & Rose,Colorado aletes,Apiaceae
ALICI,ABAB3,Aliciella Brand,aliciella,Polemoniaceae
ALIN,ABAB3,Allionia incarnata L.,trailing windmills,Nyctaginaceae
ALIN2,ABAB3,Alnus incana (L.) Moench,gray alder,Betulaceae
ALINI,ABAB3,Allionia incarnata L. var. incarnata,trailing windmills,Nyctaginaceae
ALINI,ALCR2,Allionia cristata (Standl.) Standl.,rubber rabbitbrush,Nyctaginaceae
ALINI,WECR,Wedelia cristata Standl.,rubber rabbitbrush,Nyctaginaceae
ALINT,ABAB3,Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung,thinleaf alder,Betulaceae
ALINT,ALINO,Alnus incana (L.) Moench var. occidentalis (Dippel) C.L. Hitchc.,rubber rabbitbrush,Betulaceae
ALINT,ALINV,Alnus incana (L.) Moench var. virescens S. Watson,rubber rabbitbrush,Betulaceae
ALINT,ALPU5,Alnus ×purpusii Callier,rubber rabbitbrush,Betulaceae
ALINT,ALTE2,Alnus tenuifolia Nutt.,rubber rabbitbrush,Betulaceae
ALISM,ABAB3,Alisma L.,water plantain,Alismataceae
ALLE7,ABAB3,Aliciella leptomeria (A. Gray) J.M. Porter,sand gilia,Polemoniaceae
ALLE7,GILE3,Gilia leptomeria A. Gray,rubber rabbitbrush,Polemoniaceae
ALLIA,ABAB3,Alliaria Heist. ex Fabr.,alliaria,Brassicaceae
ALLIO,ABAB3,Allionia L.,windmills,Nyctaginaceae
ALLIU,ABAB3,Allium L.,onion,Liliaceae
ALMA12,ABAB3,Alhagi maurorum Medik.,camelthorn,Fabaceae
ALMA12,ALCA,Alhagi camelorum Fisch.,rubber rabbitbrush,Fabaceae
ALMA12,ALPS3,Alhagi pseudalhagi (M. Bieb.) Desv. ex B. Keller & Schaparenko,rubber rabbitbrush,Fabaceae
ALMA3,ABAB3,Aletes macdougalii J.M. Coult. & Rose,MacDougal's Indian parsley,Apiaceae
ALMA4,ABAB3,Allium macropetalum Rydb.,largeflower onion,Liliaceae
ALMA8,ABAB3,Alopecurus magellanicus Lam.,Alpine Meadow-Foxtail,Poaceae
ALMA8,ALAL2,Alopecurus alpinus Sm.,rubber rabbitbrush,Poaceae
ALMA8,ALALG,Alopecurus alpinus Sm. ssp. glaucus (Less.) Hultén,rubber rabbitbrush,Poaceae
ALMA8,ALALS,Alopecurus alpinus Sm. ssp. stejnegeri (Vasey) Hultén,rubber rabbitbrush,Poaceae
ALMA8,ALALB,Alopecurus alpinus Sm. var. borealis (Trin.) Griseb.,rubber rabbitbrush,Poaceae
ALMA8,ALALG2,Alopecurus alpinus Sm. var. glaucus (Less.) Krylov,rubber rabbitbrush,Poaceae
ALMA8,ALALO,Alopecurus alpinus Sm. var. occidentalis (Scribn. & Tweedy) B. Boivin,rubber rabbitbrush,Poaceae
ALMA8,ALALS2,Alopecurus alpinus Sm. var. stejnegeri (Vasey) Hultén,rubber rabbitbrush,Poaceae
ALMA8,ALBO6,Alopecurus borealis Trin.,rubber rabbitbrush,Poaceae
ALMA8,ALGL8,Alopecurus glaucus Less.,rubber rabbitbrush,Poaceae
ALMA8,ALOC7,Alopecurus occidentalis Scribn. & Tweedy,rubber rabbitbrush,Poaceae
ALMAB,ABAB3,Aletes macdougalii J.M. Coult. & Rose ssp. breviradiatus W.L. Theobald & C.C. Tseng,MacDougal's Indian parsley,Apiaceae
ALMC,ABAB3,Aliciella mcvickerae (M.E. Jones) J.M. Porter,Mcvicker's gilia,Polemoniaceae
ALMC,GICA12,Gilia calcarea M.E. Jones,rubber rabbitbrush,Polemoniaceae
ALMC,GIMC,Gilia mcvickerae M.E. Jones,rubber rabbitbrush,Polemoniaceae
ALMC,GIPIC,Gilia pinnatifida Nutt. ex A. Gray var. calcarea (M.E. Jones) Brand,rubber rabbitbrush,Polemoniaceae
ALMI10,ABAB3,Aliciella micromeria (A. Gray) J.M. Porter,dainty gilia,Polemoniaceae
ALMI10,GILEM3,Gilia leptomeria A. Gray ssp. micromeria (A. Gray) H. Mason & A.D. Grant,rubber rabbitbrush,Polemoniaceae
ALMI10,GILEM2,Gilia leptomeria A. Gray var. micromeria (A. Gray) Cronquist,rubber rabbitbrush,Polemoniaceae
ALMI10,GIMI4,Gilia micromeria A. Gray,rubber rabbitbrush,Polemoniaceae
ALMU,ABAB3,Alyssum murale Waldst. & Kit.,yellowtuft,Brassicaceae
ALMUT2,ABAB3,Almutaster Á. Löve & D. Löve,alkali marsh aster,Asteraceae
ALNE,ABAB3,Allium nevadense S. Watson,Nevada onion,Liliaceae
ALNUS,ABAB3,Alnus Mill.,alder,Betulaceae
ALOPE,ABAB3,Alopecurus L.,foxtail,Poaceae
ALPA14,ABAB3,Almutaster pauciflorus (Nutt.) Á. Löve & D. Löve,alkali marsh aster,Asteraceae
ALPA14,ASHY6,Aster hydrophilus Greene ex Wooton & Standl.,rubber rabbitbrush,Asteraceae
ALPA14,ASPA8,Aster pauciflorus Nutt.,rubber rabbitbrush,Asteraceae
ALPE11,ABAB3,Aliciella penstemonoides (M.E. Jones) J.M. Porter,Black Canyon gilia,Polemoniaceae
ALPE11,GIPE,Gilia penstemonoides M.E. Jones,rubber rabbitbrush,Polemoniaceae
ALPE4,ABAB3,Alliaria petiolata (M. Bieb.) Cavara & Grande,garlic mustard,Brassicaceae
ALPE4,ALAL8,"Alliaria alliaria (L.) Britton, nom. inval.",rubber rabbitbrush,Brassicaceae
ALPE4,ALOF3,Alliaria officinalis Andrz. ex M. Bieb.,rubber rabbitbrush,Brassicaceae
ALPE4,ERAL14,Erysimum alliaria L.,rubber rabbitbrush,Brassicaceae
ALPE4,SIAL11,Sisymbrium alliaria (L.) Scop.,rubber rabbitbrush,Brassicaceae
ALPI2,ABAB3,Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter,sticky gilia,Polemoniaceae
ALPI2,GIPI,Gilia pinnatifida Nutt. ex A. Gray,rubber rabbitbrush,Polemoniaceae
ALPR3,ABAB3,Alopecurus pratensis L.,meadow foxtail,Poaceae
ALRO3,ABAB3,Alcea rosea L.,hollyhock,Malvaceae
ALRO3,ALFI9,Alcea ficifolia L.,rubber rabbitbrush,Malvaceae
ALRO3,ALRO4,Althaea rosea (L.) Cav.,rubber rabbitbrush,Malvaceae
ALSA2,ABAB3,Allium sativum L.,cultivated garlic,Liliaceae
ALSC,ABAB3,Allium schoenoprasum L.,wild chives,Liliaceae
ALSCS,ABAB3,Allium schoenoprasum L. var. sibiricum (L.) Hartm.,wild chives,Liliaceae
ALSCS,ALSCS3,Allium schoenoprasum L. ssp. sibiricum (L.) Celak.,rubber rabbitbrush,Liliaceae
ALSCS,ALSCL,Allium schoenoprasum L. var. laurentianum Fernald,rubber rabbitbrush,Liliaceae
ALSCS,ALSI4,Allium sibiricum L.,rubber rabbitbrush,Liliaceae
ALSE11,ABAB3,Aliciella sedifolia (Brandegee) J.M. Porter,stonecrop gilia,Polemoniaceae
ALSE11,GISE,Gilia sedifolia Brandegee,rubber rabbitbrush,Polemoniaceae
ALSE5,ABAB3,Aletes sessiliflorus W.L. Theobald & C.C. Tseng,sessileflower Indian parsley,Apiaceae
ALSI8,ABAB3,Alyssum simplex Rudolphi,alyssum,Brassicaceae
ALSI8,ALMI2,"Alyssum minus (L.) Rothm., nom. illeg.",rubber rabbitbrush,Brassicaceae
ALSI8,ALMIM,Alyssum minus (L.) Rothm. var. micranthum (C.A. Mey.) Dudley,rubber rabbitbrush,Brassicaceae
ALSI8,ALPA7,Alyssum parviflorum Fisch. ex M. Bieb.,rubber rabbitbrush,Brassicaceae
ALSI8,ALPAM,Alyssum parviflorum Fisch. ex M. Bieb. var. micranthum (C.A. Mey.) Dorn,rubber rabbitbrush,Brassicaceae
ALSI8,CLMI5,Clypeola minus L. p.p.,rubber rabbitbrush,Brassicaceae
ALST12,ABAB3,Aliciella stenothyrsa (A. Gray) J.M. Porter,Uinta Basin gilia,Polemoniaceae
ALST12,GIST2,Gilia stenothyrsa A. Gray,rubber rabbitbrush,Polemoniaceae
ALST12,IPST3,Ipomopsis stenothyrsa (A. Gray) W.A. Weber,rubber rabbitbrush,Polemoniaceae
ALSU,ABAB3,Alisma subcordatum Raf.,American water plantain,Alismataceae
ALSU,ALPLS,Alisma plantago-aquatica L. ssp. subcordatum (Raf.) Hultén,rubber rabbitbrush,Alismataceae
ALSU,ALPLP,Alisma plantago-aquatica L. var. parviflorum (Pursh) Torr.,rubber rabbitbrush,Alismataceae
ALSU10,ABAB3,Aliciella subacaulis (Rydb.) J.M. Porter & L.A. Johnson,pinyon gilia,Polemoniaceae
ALSU10,GISU2,Gilia subacaulis Rydb.,rubber rabbitbrush,Polemoniaceae
ALSU9,ABAB3,Aliciella subnuda (Torr. ex A. Gray) J.M. Porter,coral gilia,Polemoniaceae
ALSU9,GISU,Gilia subnuda Torr. ex A. Gray,rubber rabbitbrush,Polemoniaceae
ALSU9,GISUS,Gilia subnuda Torr. ex A. Gray ssp. superba (Eastw.) Brand,rubber rabbitbrush,Polemoniaceae
ALTE,ABAB3,Allium textile A. Nelson & J.F. Macbr.,textile onion,Liliaceae
ALTE,ALAR6,Allium aridum Rydb.,rubber rabbitbrush,Liliaceae
ALTE,ALGET3,Allium geyeri S. Watson var. textile (A. Nelson & J.F. Macbr.) B. Boivin,rubber rabbitbrush,Liliaceae
ALTE,ALRE5,Allium reticulatum G. Don,rubber rabbitbrush,Liliaceae
ALTE,ALREP,Allium reticulatum G. Don var. playanum M.E. Jones,rubber rabbitbrush,Liliaceae
ALTR14,ABAB3,Aliciella triodon (Eastw.) Brand,coyote gilia,Polemoniaceae
ALTR14,GITR4,Gilia triodon Eastw.,rubber rabbitbrush,Polemoniaceae
ALTR7,ABAB3,Alisma triviale Pursh,northern water plantain,Alismataceae
ALTR7,ALBR10,Alisma brevipes Greene,rubber rabbitbrush,Alismataceae
ALTR7,ALPLB,Alisma plantago-aquatica L. ssp. brevipes (Greene) Sam.,rubber rabbitbrush,Alismataceae
ALTR7,ALPLA,Alisma plantago-aquatica L. var. americanum Schult.,rubber rabbitbrush,Alismataceae
ALTR7,ALPLB2,Alisma plantago-aquatica L. var. brevipes (Greene) Vict.,rubber rabbitbrush,Alismataceae
ALYSS,ABAB3,Alyssum L.,madwort,Brassicaceae
AMAC2,ABAB3,Ambrosia acanthicarpa Hook.,flatspine bur ragweed,Asteraceae
AMAC2,FRAC2,Franseria acanthicarpa (Hook.) Coville,rubber rabbitbrush,Asteraceae
AMAC2,GAAC2,Gaertneria acanthicarpa (Hook.) Britton,rubber rabbitbrush,Asteraceae
AMAL,ABAB3,Amaranthus albus L.,prostrate pigweed,Amaranthaceae
AMAL,AMALP3,Amaranthus albus L. var. pubescens (Uline & Bray) Fernald,rubber rabbitbrush,Amaranthaceae
AMAL,AMGRP,Amaranthus graecizans L. var. pubescens Uline & Bray,rubber rabbitbrush,Amaranthaceae
AMAL,AMPU,Amaranthus pubescens (Uline & Bray) Rydb.,rubber rabbitbrush,Amaranthaceae
AMAL2,ABAB3,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.,Saskatoon serviceberry,Rosaceae
AMALA,ABAB3,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. alnifolia,Saskatoon serviceberry,Rosaceae
AMAR,ABAB3,Amaranthus arenicola I.M. Johnst.,sandhill amaranth,Amaranthaceae
AMAR2,ABAB3,Ambrosia artemisiifolia L.,annual ragweed,Asteraceae
AMARA,ABAB3,Amaranthus L.,pigweed,Amaranthaceae
AMARE,ABAB3,Ambrosia artemisiifolia L. var. elatior (L.) Descourtils,annual ragweed,Asteraceae
AMARE,AMEL2,Ambrosia elatior L.,rubber rabbitbrush,Asteraceae
AMBL,ABAB3,Amaranthus blitoides S. Watson,mat amaranth,Amaranthaceae
AMBL,AMGR,Amaranthus graecizans auct. non L.,rubber rabbitbrush,Amaranthaceae
AMBRO,ABAB3,Ambrosia L.,ragweed,Asteraceae
AMCA6,ABAB3,Amorpha canescens Pursh,leadplant,Fabaceae
AMCA6,AMBR6,Amorpha brachycarpa Palmer,rubber rabbitbrush,Fabaceae
AMCO3,ABAB3,Ambrosia confertiflora DC.,weakleaf bur ragweed,Asteraceae
AMCO3,FRCO3,Franseria confertiflora (DC.) Rydb.,rubber rabbitbrush,Asteraceae
AMCO3,FRST3,Franseria strigulosa Rydb.,rubber rabbitbrush,Asteraceae
AMCO3,GATE6,Gaertneria tenuifolia Harv. & A. Gray,rubber rabbitbrush,Asteraceae
AMELA,ABAB3,Amelanchier Medik.,serviceberry,Rosaceae
AMFR,ABAB3,Amorpha fruticosa L.,false indigo bush,Fabaceae
AMFR,AMAN2,Amorpha angustifolia (Pursh) Boynt.,rubber rabbitbrush,Fabaceae
AMFR,AMBU2,Amorpha bushii Rydb.,rubber rabbitbrush,Fabaceae
AMFR,AMCR3,Amorpha croceolanata P.W. Watson,rubber rabbitbrush,Fabaceae
AMFR,AMCU4,Amorpha curtissii Rydb.,rubber rabbitbrush,Fabaceae
AMFR,AMDE3,Amorpha dewinkeleri Small,rubber rabbitbrush,Fabaceae
AMFR,AMFRA,Amorpha fruticosa L. var. angustifolia Pursh,rubber rabbitbrush,Fabaceae
AMFR,AMFRC,Amorpha fruticosa L. var. croceolanata (P.W. Watson) P.W. Watson ex Mouillef.,rubber rabbitbrush,Fabaceae
AMFR,AMFRE,Amorpha fruticosa L. var. emarginata Pursh,rubber rabbitbrush,Fabaceae
AMFR,AMFRO2,Amorpha fruticosa L. var. oblongifolia Palmer,rubber rabbitbrush,Fabaceae
AMFR,AMFRO,Amorpha fruticosa L. var. occidentalis (Abrams) Kearney & Peebles,rubber rabbitbrush,Fabaceae
AMFR,AMFRT,Amorpha fruticosa L. var. tennesseensis (Shuttlw. ex Kunze) Palmer,rubber rabbitbrush,Fabaceae
AMFR,AMOC,Amorpha occidentalis Abrams,rubber rabbitbrush,Fabaceae
AMFR,AMOCA,Amorpha occidentalis Abrams var. arizonica (Rydb.) Palmer,rubber rabbitbrush,Fabaceae
AMFR,AMOCE,Amorpha occidentalis Abrams var. emarginata (Pursh) Palmer,rubber rabbitbrush,Fabaceae
AMFR,AMTE7,Amorpha tennesseensis Shuttlw. ex Kunze,rubber rabbitbrush,Fabaceae
AMFR,AMVI3,Amorpha virgata Small,rubber rabbitbrush,Fabaceae
AMGR5,ABAB3,Ambrosia grayi (A. Nelson) Shinners,woollyleaf bur ragweed,Asteraceae
AMGR5,FRTO2,Franseria tomentosa A. Gray,rubber rabbitbrush,Asteraceae
AMGR5,GATO2,Gaertnera tomentosa (A. Gray) Kuntze,rubber rabbitbrush,Asteraceae
AMGR5,GAGR7,Gaertneria grayi A. Nelson,rubber rabbitbrush,Asteraceae
AMHY,ABAB3,Amaranthus hybridus L.,slim amaranth,Amaranthaceae
AMHY,AMCH7,Amaranthus chlorostachys Willd.,rubber rabbitbrush,Amaranthaceae
AMHY,AMIN6,Amaranthus incurvatus Tim. ex Gren. & Godr.,rubber rabbitbrush,Amaranthaceae
AMHY,AMPA11,Amaranthus patulus Bertol.,rubber rabbitbrush,Amaranthaceae
AMJO,ABAB3,Amsonia jonesii Woodson,Jones' bluestar,Apocynaceae
AMLI3,ABAB3,Ambrosia linearis (Rydb.) Payne,streaked bur ragweed,Asteraceae
AMLI3,FRLI4,Franseria linearis Rydb.,rubber rabbitbrush,Asteraceae
AMLY,ABAB3,Amsinckia lycopsoides Lehm.,tarweed fiddleneck,Boraginaceae
AMLY,AMBA6,Amsinckia barbata Greene,rubber rabbitbrush,Boraginaceae
AMLY,BELY2,Benthamia lycopsoides (Lehm.) Lindl. ex Druce,rubber rabbitbrush,Boraginaceae
AMMAN,ABAB3,Ammannia L.,redstem,Lythraceae
AMME,ABAB3,Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.,Menzies' fiddleneck,Boraginaceae
AMMEM2,ABAB3,Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. menziesii,Menzies' fiddleneck,Boraginaceae
AMMEM2,AMHI,Amsinckia hispida auct. non (Ruiz & Pav.) I.M. Johnst.,rubber rabbitbrush,Boraginaceae
AMMEM2,AMID,Amsinckia idahoensis M.E. Jones,rubber rabbitbrush,Boraginaceae
